sample_index,filename,filepath,layer_1_thickness_m,layer_1_sand_pct,layer_1_silt_pct,layer_1_clay_pct,layer_1_theta_v,layer_1_bulk_density_gcm3,layer_1_particle_density_gcm3,layer_1_organic_fraction,layer_1_salinity_class,layer_2_thickness_m,layer_2_sand_pct,layer_2_silt_pct,layer_2_clay_pct,layer_2_theta_v,layer_2_bulk_density_gcm3,layer_2_particle_density_gcm3,layer_2_organic_fraction,layer_2_salinity_class
1,gpr_dataset_0001.in,datasets/la_mujer/files/gpr_dataset_0001.in,0.21267650878669817,18.038306,42.668395,39.293299,0.14164382777978998,1.5409445850550199,2.6240488522713905,0.03,fresh,0.17207130651645985,45.28995,39.165742,15.544308,0.15915064669708928,1.5076832353875331,2.645482121436436,0.03,fresh
2,gpr_dataset_0002.in,datasets/la_mujer/files/gpr_dataset_0002.in,0.16502608215571393,12.034136,53.138556,34.827308,0.15888667489791358,1.4000538803961184,2.682403872381485,0.03,fresh,0.15726677879224032,27.446075,31.573392,40.980533,0.17818572426381935,1.3059501268162788,2.635534282109442,0.03,fresh
3,gpr_dataset_0003.in,datasets/la_mujer/files/gpr_dataset_0003.in,0.14655556739760223,43.246866,30.439331,26.313803,0.1586676624215052,1.4860148292907354,2.6484636346710633,0.03,fresh,0.2954496144450228,24.877698,44.308294,30.814008,0.16889928138800717,1.4484128992699694,2.6764088704925886,0.03,fresh
4,gpr_dataset_0004.in,datasets/la_mujer/files/gpr_dataset_0004.in,0.12235923095308723,49.060347,28.152777,22.786876,0.1641130861794769,1.435344934997563,2.6091872125742097,0.03,fresh,0.22415162252045712,40.327371,46.788893,12.883736,0.16577939667545127,1.5414444040324913,2.6585981973115507,0.03,fresh
5,gpr_dataset_0005.in,datasets/la_mujer/files/gpr_dataset_0005.in,0.1047334782074254,39.890725,30.072733,30.036542,0.17528831459478458,1.58399123168362,2.655801805389364,0.03,fresh,0.124158806040571,35.876376,42.734489,21.389135,0.14869652039125056,1.447855079970405,2.6869671297608653,0.03,fresh
6,gpr_dataset_0006.in,datasets/la_mujer/files/gpr_dataset_0006.in,0.20535083228682346,20.934347,50.999552,28.066101,0.1755800092364704,1.5640242839634813,2.668395973567138,0.03,fresh,0.22650944012201976,45.554852,23.245996,31.199152,0.17981025591577873,1.4289849651893665,2.6513266167723164,0.03,fresh
7,gpr_dataset_0007.in,datasets/la_mujer/files/gpr_dataset_0007.in,0.22730647449261504,34.816741,28.220939,36.96232,0.1770038893869501,1.6888609822396081,2.627175366129354,0.03,fresh,0.11725239917666724,30.813312,48.136494,21.050194,0.17889263483198875,1.5386984891305313,2.642642925406168,0.03,fresh
8,gpr_dataset_0008.in,datasets/la_mujer/files/gpr_dataset_0008.in,0.17031682614959925,5.4052,58.381469,36.213331,0.16360859164304117,1.6685108172086207,2.696071890252759,0.03,fresh,0.20686664997712745,20.81413,55.24667,23.9392,0.17728868704185763,1.4026753825342184,2.610489269361775,0.03,fresh
9,gpr_dataset_0009.in,datasets/la_mujer/files/gpr_dataset_0009.in,0.17318874511810564,37.517745,48.642785,13.83947,0.1437014069423628,1.6211354716116326,2.6922275020060185,0.03,fresh,0.18675936060568762,22.78512,37.649018,39.565862,0.17913616049938375,1.6311356571464903,2.6171171902013706,0.03,fresh
10,gpr_dataset_0010.in,datasets/la_mujer/files/gpr_dataset_0010.in,0.23583851493444283,19.771864,39.886789,40.341347,0.1675257936599167,1.3863518248287914,2.6664290124757137,0.03,fresh,0.17004454480702808,20.888525,56.539962,22.571513,0.1453481579164989,1.6060912340372255,2.612353495410932,0.03,fresh
